"","monthf","monthweek","weekday","year","city_state","no_topic","topic","topic_prop"
"222","Feb.",2,"Friday",2017,"Philadelphia, PA",527,129,0.196646341463415
"223","Feb.",2,"Friday",2018,"Philadelphia, PA",551,42,0.0708263069139966
"224","Feb.",2,"Monday",2015,"Philadelphia, PA",385,100,0.206185567010309
"225","Feb.",2,"Monday",2016,"Boston, MA",57,5,0.0806451612903226
"226","Feb.",2,"Monday",2016,"New York, NY",86,27,0.238938053097345
"227","Feb.",2,"Monday",2016,"Philadelphia, PA",468,84,0.152173913043478
"228","Feb.",2,"Monday",2017,"Philadelphia, PA",564,72,0.113207547169811
"229","Feb.",2,"Monday",2018,"Philadelphia, PA",443,46,0.0940695296523517
"230","Feb.",2,"Saturday",2015,"Philadelphia, PA",260,48,0.155844155844156
"231","Feb.",2,"Saturday",2016,"Boston, MA",390,111,0.221556886227545
"232","Feb.",2,"Saturday",2016,"New York, NY",276,28,0.0921052631578947
"233","Feb.",2,"Saturday",2016,"Philadelphia, PA",298,22,0.06875
"234","Feb.",2,"Saturday",2017,"Philadelphia, PA",462,64,0.121673003802281
"235","Feb.",2,"Saturday",2018,"Philadelphia, PA",306,20,0.0613496932515337
"236","Feb.",2,"Sunday",2015,"Philadelphia, PA",154,26,0.144444444444444
"237","Feb.",2,"Sunday",2016,"Boston, MA",389,95,0.196280991735537
"238","Feb.",2,"Sunday",2016,"New York, NY",175,18,0.0932642487046632
"239","Feb.",2,"Sunday",2016,"Philadelphia, PA",321,61,0.159685863874346
"240","Feb.",2,"Sunday",2017,"Philadelphia, PA",369,66,0.151724137931034
"241","Feb.",2,"Sunday",2018,"Philadelphia, PA",451,36,0.0739219712525667
"242","Feb.",2,"Thursday",2015,"Philadelphia, PA",246,62,0.201298701298701
"243","Feb.",2,"Thursday",2016,"Boston, MA",531,119,0.183076923076923
"244","Feb.",2,"Thursday",2016,"New York, NY",311,68,0.179419525065963
"245","Feb.",2,"Thursday",2016,"Philadelphia, PA",447,104,0.188747731397459
"246","Feb.",2,"Thursday",2017,"Philadelphia, PA",464,78,0.143911439114391
"247","Feb.",2,"Thursday",2018,"Philadelphia, PA",759,21,0.0269230769230769
"248","Feb.",2,"Tuesday",2015,"Philadelphia, PA",272,63,0.188059701492537
"249","Feb.",2,"Tuesday",2016,"Boston, MA",274,44,0.138364779874214
"250","Feb.",2,"Tuesday",2016,"New York, NY",388,84,0.177966101694915
"251","Feb.",2,"Tuesday",2016,"Philadelphia, PA",702,114,0.139705882352941
"252","Feb.",2,"Tuesday",2017,"Philadelphia, PA",617,114,0.155950752393981
"253","Feb.",2,"Tuesday",2018,"Philadelphia, PA",501,26,0.0493358633776091
"254","Feb.",2,"Wednesday",2015,"Philadelphia, PA",410,177,0.301533219761499
"255","Feb.",2,"Wednesday",2016,"Boston, MA",588,121,0.170662905500705
"256","Feb.",2,"Wednesday",2016,"New York, NY",240,65,0.213114754098361
"257","Feb.",2,"Wednesday",2016,"Philadelphia, PA",556,77,0.121642969984202
"258","Feb.",2,"Wednesday",2017,"Philadelphia, PA",596,89,0.12992700729927
"259","Feb.",2,"Wednesday",2018,"Philadelphia, PA",559,37,0.0620805369127517
"260","Feb.",3,"Friday",2015,"Philadelphia, PA",293,50,0.145772594752187
"261","Feb.",3,"Friday",2016,"Boston, MA",262,86,0.247126436781609
"262","Feb.",3,"Friday",2016,"New York, NY",356,35,0.0895140664961637
"263","Feb.",3,"Friday",2016,"Philadelphia, PA",663,135,0.169172932330827
"264","Feb.",3,"Friday",2017,"Philadelphia, PA",275,44,0.137931034482759
"265","Feb.",3,"Friday",2018,"Philadelphia, PA",280,40,0.125
"266","Feb.",3,"Monday",2015,"Philadelphia, PA",255,47,0.155629139072848
"267","Feb.",3,"Monday",2016,"Boston, MA",483,241,0.332872928176796
"268","Feb.",3,"Monday",2016,"New York, NY",277,74,0.210826210826211
"269","Feb.",3,"Monday",2016,"Philadelphia, PA",315,64,0.168865435356201
"270","Feb.",3,"Monday",2017,"Philadelphia, PA",391,145,0.270522388059701
"271","Feb.",3,"Monday",2018,"Philadelphia, PA",310,76,0.196891191709845
"272","Feb.",3,"Saturday",2015,"Philadelphia, PA",282,49,0.148036253776435
"273","Feb.",3,"Saturday",2016,"Boston, MA",117,47,0.286585365853659
"274","Feb.",3,"Saturday",2016,"New York, NY",99,16,0.139130434782609
"275","Feb.",3,"Saturday",2016,"Philadelphia, PA",523,86,0.141215106732348
"276","Feb.",3,"Saturday",2017,"Philadelphia, PA",367,48,0.11566265060241
"277","Feb.",3,"Saturday",2018,"Philadelphia, PA",176,15,0.0785340314136126
"278","Feb.",3,"Sunday",2015,"Philadelphia, PA",117,27,0.1875
"279","Feb.",3,"Sunday",2016,"Boston, MA",396,88,0.181818181818182
"280","Feb.",3,"Sunday",2016,"New York, NY",111,4,0.0347826086956522
"281","Feb.",3,"Sunday",2016,"Philadelphia, PA",553,132,0.192700729927007
"282","Feb.",3,"Sunday",2017,"Philadelphia, PA",517,77,0.12962962962963
"283","Feb.",3,"Sunday",2018,"Philadelphia, PA",158,37,0.18974358974359
"284","Feb.",3,"Thursday",2015,"Philadelphia, PA",366,63,0.146853146853147
"285","Feb.",3,"Thursday",2016,"Boston, MA",222,56,0.201438848920863
"286","Feb.",3,"Thursday",2016,"New York, NY",158,29,0.155080213903743
"287","Feb.",3,"Thursday",2016,"Philadelphia, PA",640,128,0.166666666666667
"288","Feb.",3,"Thursday",2017,"Philadelphia, PA",654,58,0.0814606741573034
"289","Feb.",3,"Thursday",2018,"Philadelphia, PA",417,72,0.147239263803681
